time	V(out)
7.033768416206119e-04	1.004396e+00
7.038812805977549e-04	1.004348e+00
7.046013378656840e-04	1.004382e+00
7.055779003656840e-04	1.004369e+00
7.065544628656840e-04	1.004374e+00
7.075310253656840e-04	1.004370e+00
7.085075878656840e-04	1.004374e+00
7.094841503656840e-04	1.004371e+00
7.104607128656840e-04	1.004373e+00
7.114372753656840e-04	1.004371e+00
7.124138378656840e-04	1.004372e+00
7.133904003656840e-04	1.004372e+00
7.143669628656840e-04	1.004372e+00
7.153435253656840e-04	1.004372e+00
7.163200878656840e-04	1.004372e+00
7.172966503656840e-04	1.004373e+00
7.182732128656840e-04	1.004372e+00
7.192497753656840e-04	1.004373e+00
7.202263378656840e-04	1.004372e+00
7.212029003656840e-04	1.004373e+00
7.221794628656840e-04	1.004372e+00
7.231560253656840e-04	1.004373e+00
7.241325878656840e-04	1.004372e+00
7.260857128656840e-04	1.004372e+00
7.270622753656840e-04	1.004372e+00
7.280388378656840e-04	1.004372e+00
7.290154003656840e-04	1.004372e+00
7.299919628656840e-04	1.004372e+00
7.309685253656840e-04	1.004372e+00
7.319450878656840e-04	1.004372e+00
7.329216503656840e-04	1.004372e+00
7.338982128656840e-04	1.004372e+00
7.348747753656840e-04	1.004372e+00
7.358513378656840e-04	1.004372e+00
7.368279003656840e-04	1.004372e+00
7.378044628656840e-04	1.004372e+00
7.387810253656840e-04	1.004372e+00
7.397575878656840e-04	1.004372e+00
7.417107128656840e-04	1.004372e+00
7.426872753656840e-04	1.004372e+00
7.436638378656840e-04	1.004372e+00
7.446404003656840e-04	1.004372e+00
7.456169628656840e-04	1.004372e+00
7.465935253656840e-04	1.004372e+00
7.475700878656840e-04	1.004372e+00
7.485466503656840e-04	1.004372e+00
7.495232128656840e-04	1.004372e+00
7.504997753656841e-04	1.004372e+00
7.514763378656841e-04	1.004372e+00
7.524529003656841e-04	1.004372e+00
7.534294628656841e-04	1.004372e+00
7.587308021513984e-04	1.004372e+00
7.640321414371127e-04	1.004372e+00
7.693334807228270e-04	1.004372e+00
7.746348200085413e-04	1.004372e+00
7.799361592942555e-04	1.004372e+00
7.852374985799698e-04	1.004372e+00
7.905388378656841e-04	1.004372e+00
7.990234374999999e-04	1.004372e+00
7.999999999999999e-04	1.004372e+00
8.000593781596900e-04	1.000549e+00
8.001781344790700e-04	9.959052e-01
8.003139961056446e-04	9.954958e-01
8.004236946898856e-04	9.964258e-01
8.005521053114786e-04	9.963754e-01
8.007174373525086e-04	9.960290e-01
8.008241870100170e-04	9.959151e-01
8.010000000000000e-04	9.954742e-01
8.010175812989983e-04	9.960952e-01
8.010527438969949e-04	9.973626e-01
8.011230690929881e-04	9.989836e-01
8.012073168037732e-04	9.994325e-01
8.013124705525411e-04	9.992959e-01
8.014358369457530e-04	9.992768e-01
8.016825697321767e-04	9.993036e-01
8.021174695789256e-04	9.992955e-01
8.028425652786445e-04	9.992982e-01
8.038191277786445e-04	9.992975e-01
8.047956902786445e-04	9.992977e-01
8.057722527786445e-04	9.992975e-01
8.067488152786445e-04	9.992976e-01
8.077253777786445e-04	9.992975e-01
8.087019402786445e-04	9.992976e-01
8.096785027786445e-04	9.992975e-01
8.106550652786445e-04	9.992976e-01
8.116316277786445e-04	9.992975e-01
8.126081902786445e-04	9.992975e-01
8.135847527786445e-04	9.992976e-01
8.145613152786446e-04	9.992976e-01
8.155378777786446e-04	9.992976e-01
8.165144402786446e-04	9.992976e-01
8.174910027786446e-04	9.992976e-01
8.184675652786446e-04	9.992976e-01
8.194441277786446e-04	9.992976e-01
8.204206902786446e-04	9.992976e-01
8.213972527786446e-04	9.992976e-01
8.223738152786446e-04	9.992976e-01
8.233503777786446e-04	9.992976e-01
8.243269402786446e-04	9.992976e-01
8.253035027786446e-04	9.992976e-01
8.262800652786446e-04	9.992976e-01
8.272566277786446e-04	9.992976e-01
8.282331902786446e-04	9.992976e-01
8.292097527786446e-04	9.992976e-01
8.487410027786446e-04	9.992976e-01
9.000234374999999e-04	9.992976e-01
9.009999999999999e-04	9.992976e-01
9.010421915655526e-04	1.000759e+00
9.011265746966580e-04	1.002851e+00
9.012953409588689e-04	1.004669e+00
9.014423255460397e-04	1.005573e+00
9.015947781309176e-04	1.006878e+00
9.016950948302442e-04	1.007899e+00
9.017993666013466e-04	1.009306e+00
9.020000000000000e-04	1.012921e+00
9.020200633398654e-04	1.012181e+00
9.020601900195961e-04	1.009865e+00
9.021404433790574e-04	1.005550e+00
9.022635255854747e-04	1.003389e+00
9.024054536208519e-04	1.004393e+00
9.025349382746949e-04	1.004781e+00
9.027365424421696e-04	1.004280e+00
9.029499755017109e-04	1.004292e+00
9.033768416207932e-04	1.004396e+00
9.038812805981931e-04	1.004348e+00
9.046013378665160e-04	1.004382e+00
9.055779003665160e-04	1.004369e+00
9.065544628665160e-04	1.004374e+00
9.075310253665160e-04	1.004370e+00
9.085075878665160e-04	1.004374e+00
9.094841503665160e-04	1.004371e+00
9.104607128665160e-04	1.004373e+00
9.114372753665160e-04	1.004371e+00
9.124138378665160e-04	1.004372e+00
9.133904003665160e-04	1.004372e+00
9.143669628665160e-04	1.004372e+00
9.153435253665160e-04	1.004372e+00
9.163200878665160e-04	1.004372e+00
9.172966503665160e-04	1.004373e+00
9.182732128665160e-04	1.004372e+00
9.192497753665160e-04	1.004373e+00
9.202263378665160e-04	1.004372e+00
9.212029003665160e-04	1.004373e+00
9.221794628665160e-04	1.004372e+00
9.231560253665160e-04	1.004373e+00
9.241325878665160e-04	1.004372e+00
9.260857128665160e-04	1.004372e+00
9.270622753665160e-04	1.004372e+00
9.280388378665160e-04	1.004372e+00
9.290154003665160e-04	1.004372e+00
9.299919628665160e-04	1.004372e+00
9.309685253665160e-04	1.004372e+00
9.319450878665160e-04	1.004372e+00
9.329216503665160e-04	1.004372e+00
9.338982128665160e-04	1.004372e+00
9.348747753665160e-04	1.004372e+00
9.358513378665160e-04	1.004372e+00
9.368279003665160e-04	1.004372e+00
9.378044628665160e-04	1.004372e+00
9.387810253665160e-04	1.004372e+00
9.397575878665160e-04	1.004372e+00
9.417107128665160e-04	1.004372e+00
9.426872753665160e-04	1.004372e+00
9.436638378665160e-04	1.004372e+00
9.446404003665160e-04	1.004372e+00
9.456169628665160e-04	1.004372e+00
9.465935253665160e-04	1.004372e+00
9.475700878665160e-04	1.004372e+00
9.485466503665160e-04	1.004372e+00
9.495232128665160e-04	1.004372e+00
9.504997753665161e-04	1.004372e+00
9.514763378665161e-04	1.004372e+00
9.524529003665161e-04	1.004372e+00
9.534294628665161e-04	1.004372e+00
9.587308021522301e-04	1.004372e+00
9.640321414379441e-04	1.004372e+00
9.693334807236582e-04	1.004372e+00
9.746348200093723e-04	1.004372e+00
9.799361592950863e-04	1.004372e+00
9.852374985808005e-04	1.004372e+00
9.905388378665145e-04	1.004372e+00
9.990234375000001e-04	1.004372e+00
1.000000000000000e-03	1.004372e+00
