Freq.	V(out)
7.94328234724278e+03	(-2.67409062880704e+01dB,9.00207959471290e+01°)
8.91250938133741e+03	(-2.77406386826912e+01dB,8.98499900672289e+01°)
9.99999999999995e+03	(-2.87403731243832e+01dB,8.96771936284498e+01°)
1.12201845430196e+04	(-2.97400954773764e+01dB,8.95001160210417e+01°)
1.25892541179416e+04	(-3.07397909634323e+01dB,8.93164101007336e+01°)
1.41253754462275e+04	(-3.17394433764553e+01dB,8.91236413526697e+01°)
1.58489319246111e+04	(-3.27390342216815e+01dB,8.89192559660788e+01°)
1.77827941003891e+04	(-3.37385417341690e+01dB,8.87005474415675e+01°)
1.99526231496887e+04	(-3.47379397248260e+01dB,8.84646213473167e+01°)
2.23872113856833e+04	(-3.57371961939679e+01dB,8.82083578367104e+01°)
2.51188643150957e+04	(-3.67362716399315e+01dB,8.79283715407031e+01°)
2.81838293126444e+04	(-3.77351169758143e+01dB,8.76209684567329e+01°)
3.16227766016836e+04	(-3.87336709473642e+01dB,8.72820994777598e+01°)
3.54813389233573e+04	(-3.97318569217341e+01dB,8.69073102469099e+01°)
3.98107170553495e+04	(-4.07295788866296e+01dB,8.64916870960420e+01°)
4.46683592150960e+04	(-4.17267164640439e+01dB,8.60297989442846e+01°)
5.01187233627269e+04	(-4.27231186999572e+01dB,8.55156352154627e+01°)
5.62341325190346e+04	(-4.37185963415295e+01dB,8.49425401084700e+01°)
6.30957344480189e+04	(-4.47129122572502e+01dB,8.43031439585859e+01°)
7.07945784384133e+04	(-4.57057695939604e+01dB,8.35892930094105e+01°)
7.94328234724276e+04	(-4.66967972030334e+01dB,8.27919797368295e+01°)
8.91250938133740e+04	(-4.76855318130027e+01dB,8.19012770070281e+01°)
9.99999999999993e+04	(-4.86713963917304e+01dB,8.09062809030820e+01°)
1.12201845430196e+05	(-4.96536741501781e+01dB,7.97950691211099e+01°)
1.25892541179416e+05	(-5.06314777264135e+01dB,7.85546845130223e+01°)
1.41253754462274e+05	(-5.16037133053136e+01dB,7.71711566946663e+01°)
1.58489319246110e+05	(-5.25690398498542e+01dB,7.56295786038109e+01°)
1.77827941003891e+05	(-5.35258243414605e+01dB,7.39142592430374e+01°)
1.99526231496886e+05	(-5.44720950669755e+01dB,7.20089779925200e+01°)
2.23872113856832e+05	(-5.54054966667438e+01dB,6.98973686964653e+01°)
2.51188643150956e+05	(-5.63232529496746e+01dB,6.75634613216010e+01°)
2.81838293126443e+05	(-5.72221463424510e+01dB,6.49924025681869e+01°)
3.16227766016835e+05	(-5.80985259796204e+01dB,6.21713608553834e+01°)
3.54813389233573e+05	(-5.89483591676145e+01dB,5.90905921075274e+01°)
3.98107170553494e+05	(-5.97673420557575e+01dB,5.57445990375271e+01°)
4.46683592150960e+05	(-6.05510831393407e+01dB,5.21332611181875e+01°)
5.01187233627268e+05	(-6.12953659623132e+01dB,4.82627560538984e+01°)
5.62341325190344e+05	(-6.19964841855219e+01dB,4.41460567764520e+01°)
6.30957344480188e+05	(-6.26516242297068e+01dB,3.98027975295181e+01°)
7.07945784384132e+05	(-6.32592521700950e+01dB,3.52583807858815e+01°)
7.94328234724275e+05	(-6.38194491234443e+01dB,3.05423453611508e+01°)
8.91250938133738e+05	(-6.43341396441383e+01dB,2.56862038051207e+01°)
9.99999999999991e+05	(-6.48071732115378e+01dB,2.07211237619922e+01°)
1.12201845430195e+06	(-6.52442459429491e+01dB,1.56759065169938e+01°)
1.25892541179416e+06	(-6.56526783066096e+01dB,1.05756710228006e+01°)
1.41253754462274e+06	(-6.60410846419752e+01dB,5.44149315275769e+00°)
1.58489319246110e+06	(-6.64189757638760e+01dB,2.91031512601935e-01°)
1.77827941003891e+06	(-6.67963285741649e+01dB,-4.86004378781003e+00°)
1.99526231496886e+06	(-6.71831437320331e+01dB,-9.99616551910737e+00°)
2.23872113856832e+06	(-6.75890028147162e+01dB,-1.50999595851944e+01°)
2.51188643150956e+06	(-6.80226358711252e+01dB,-2.01507485462245e+01°)
2.81838293126443e+06	(-6.84915190914434e+01dB,-2.51238275620736e+01°)
3.16227766016835e+06	(-6.90015352357944e+01dB,-2.99907167767803e+01°)
3.54813389233572e+06	(-6.95567378409023e+01dB,-3.47203831597936e+01°)
3.98107170553494e+06	(-7.01592563053146e+01dB,-3.92812034793223e+01°)
