Freq.	V(out)
9.99999999999993e+04	(-4.53674264450563e+01dB,-7.79423135427950e+01°)
1.12201845430196e+05	(-4.63049720752070e+01dB,-7.66022444151716e+01°)
1.25892541179416e+05	(-4.72276645748242e+01dB,-7.51220419169877e+01°)
1.41253754462274e+05	(-4.81323479187049e+01dB,-7.34958595696695e+01°)
1.58489319246110e+05	(-4.90153876333262e+01dB,-7.17204311035848e+01°)
1.77827941003891e+05	(-4.98726908798327e+01dB,-6.97961623362971e+01°)
1.99526231496886e+05	(-5.06997763958981e+01dB,-6.77283517935727e+01°)
2.23872113856832e+05	(-5.14919092287035e+01dB,-6.55284390418470e+01°)
2.51188643150956e+05	(-5.22443105643293e+01dB,-6.32151192780838e+01°)
2.81838293126443e+05	(-5.29524426991961e+01dB,-6.08151102742751e+01°)
3.16227766016835e+05	(-5.36123533993357e+01dB,-5.83633377810624e+01°)
3.54813389233573e+05	(-5.42210453231865e+01dB,-5.59023441153695e+01°)
3.98107170553494e+05	(-5.47768206029579e+01dB,-5.34808355542110e+01°)
4.46683592150960e+05	(-5.52795452490127e+01dB,-5.11514529689427e+01°)
5.01187233627268e+05	(-5.57307878354823e+01dB,-4.89680292406809e+01°)
5.62341325190344e+05	(-5.61338112673894e+01dB,-4.69827206764360e+01°)
6.30957344480188e+05	(-5.64934278601685e+01dB,-4.52434161247678e+01°)
7.07945784384132e+05	(-5.68157553227148e+01dB,-4.37917284201040e+01°)
7.94328234724275e+05	(-5.71079252320593e+01dB,-4.26616986358406e+01°)
8.91250938133738e+05	(-5.73777930919773e+01dB,-4.18791611171254e+01°)
9.99999999999991e+05	(-5.76336835939281e+01dB,-4.14615849728755e+01°)
1.12201845430195e+06	(-5.78841832681489e+01dB,-4.14181561728224e+01°)
1.25892541179416e+06	(-5.81379725429069e+01dB,-4.17498898956284e+01°)
1.41253754462274e+06	(-5.84036750330358e+01dB,-4.24496460049459e+01°)
1.58489319246110e+06	(-5.86896961781178e+01dB,-4.35020332644199e+01°)
1.77827941003891e+06	(-5.90040268511862e+01dB,-4.48833037925701e+01°)
1.99526231496886e+06	(-5.93539998143589e+01dB,-4.65614321554242e+01°)
2.23872113856832e+06	(-5.97460060016130e+01dB,-4.84966153781713e+01°)
2.51188643150956e+06	(-6.01851992894442e+01dB,-5.06423984194550e+01°)
2.81838293126443e+06	(-6.06752360547220e+01dB,-5.29475155100964e+01°)
3.16227766016835e+06	(-6.12181019785702e+01dB,-5.53583630782103e+01°)
3.54813389233572e+06	(-6.18140685510445e+01dB,-5.78218371629199e+01°)
3.98107170553494e+06	(-6.24617969385210e+01dB,-6.02881459200789e+01°)
4.46683592150959e+06	(-6.31585753819206e+01dB,-6.27131950795749e+01°)
5.01187233627268e+06	(-6.39006493320476e+01dB,-6.50602450474734e+01°)
5.62341325190344e+06	(-6.46835898665619e+01dB,-6.73007106655611e+01°)
6.30957344480187e+06	(-6.55026479801993e+01dB,-6.94141509011639e+01°)
7.07945784384131e+06	(-6.63530561019048e+01dB,-7.13876236395025e+01°)
7.94328234724274e+06	(-6.72302566646611e+01dB,-7.32146364069978e+01°)
8.91250938133737e+06	(-6.81300544010513e+01dB,-7.48939157298401e+01°)
9.99999999999990e+06	(-6.90487007311045e+01dB,-7.64281709795519e+01°)
1.12201845430195e+07	(-6.99829245095116e+01dB,-7.78229680544412e+01°)
1.25892541179415e+07	(-7.09299246635398e+01dB,-7.90857729802333e+01°)
1.41253754462274e+07	(-7.18873386535976e+01dB,-8.02251836183410e+01°)
1.58489319246110e+07	(-7.28531978033697e+01dB,-8.12503409539089e+01°)
1.77827941003890e+07	(-7.38258774567663e+01dB,-8.21704972655951e+01°)
1.99526231496886e+07	(-7.48040472053185e+01dB,-8.29947132633537e+01°)
