Freq.	V(out)
3.54813389233572e+07	(-4.23651308334697e+01dB,-2.12075815922081e+00°)
3.98107170553493e+07	(-4.43486903425771e+01dB,-3.46892512605413e+00°)
4.46683592150958e+07	(-4.63308815690985e+01dB,-4.86063922297188e+00°)
5.01187233627267e+07	(-4.83107936885604e+01dB,-6.31279053003380e+00°)
5.62341325190343e+07	(-5.02874122072465e+01dB,-7.84260975506497e+00°)
6.30957344480186e+07	(-5.22595760938012e+01dB,-9.46767341751785e+00°)
7.07945784384130e+07	(-5.42259326153600e+01dB,-1.12058468581279e+01°)
7.94328234724272e+07	(-5.61848903971341e+01dB,-1.30751407349670e+01°)
8.91250938133735e+07	(-5.81345723527375e+01dB,-1.50934521459267e+01°)
9.99999999999989e+07	(-6.00727717419451e+01dB,-1.72781579168590e+01°)
1.12201845430195e+08	(-6.19969167603163e+01dB,-1.96455267947505e+01°)
1.25892541179415e+08	(-6.39040516825143e+01dB,-2.22099221010507e+01°)
1.41253754462274e+08	(-6.57908453492882e+01dB,-2.49827804975958e+01°)
1.58489319246109e+08	(-6.76536399860247e+01dB,-2.79713797610038e+01°)
1.77827941003890e+08	(-6.94885537250608e+01dB,-3.11774513245135e+01°)
1.99526231496886e+08	(-7.12916470659778e+01dB,-3.45957502396070e+01°)
2.23872113856831e+08	(-7.30591550963743e+01dB,-3.82127573237267e+01°)
2.51188643150955e+08	(-7.47877727614033e+01dB,-4.20057378207696e+01°)
2.81838293126442e+08	(-7.64749612051599e+01dB,-4.59423938902304e+01°)
3.16227766016834e+08	(-7.81192239124360e+01dB,-4.99813039225532e+01°)
3.54813389233571e+08	(-7.97202897724448e+01dB,-5.40732369328454e+01°)
3.98107170553492e+08	(-8.12791444704481e+01dB,-5.81632899615516e+01°)
4.46683592150958e+08	(-8.27978762278504e+01dB,-6.21936678065700e+01°)
5.01187233627266e+08	(-8.42793437886690e+01dB,-6.61068521032382e+01°)
5.62341325190342e+08	(-8.57267225513947e+01dB,-6.98489018054978e+01°)
6.30957344480185e+08	(-8.71430231603083e+01dB,-7.33726564882813e+01°)
7.07945784384129e+08	(-8.85306912883297e+01dB,-7.66406254769906e+01°)
7.94328234724271e+08	(-8.98913802472703e+01dB,-7.96273143633959e+01°)
8.91250938133734e+08	(-9.12259423283751e+01dB,-8.23206971373262e+01°)
1.00000000000000e+09	(-9.25346240451314e+01dB,-8.47225582568872e+01°)
